Date,Open,High,Low,Close,Volume
4/7/2017,2356.59,2363.76,2350.74,2355.54,462738112
4/10/2017,2357.16,2366.37,2351.5,2357.16,428762208
4/11/2017,2353.92,2355.22,2337.25,2353.78,481030528
4/12/2017,2352.15,2352.72,2341.18,2344.93,502638272
4/13/2017,2341.98,2348.26,2328.95,2328.95,468946976
4/17/2017,2332.62,2349.14,2332.51,2349.01,441432224
4/18/2017,2342.53,2348.35,2334.54,2342.19,459867360
4/19/2017,2346.79,2352.63,2335.05,2338.17,499072480
4/20/2017,2342.69,2361.37,2340.91,2355.84,552296896
4/21/2017,2354.74,2356.18,2344.51,2348.69,611675328
4/24/2017,2370.33,2376.98,2369.19,2374.15,582277824
4/25/2017,2381.51,2392.48,2381.15,2388.61,574249920
4/26/2017,2388.98,2398.16,2386.76,2387.45,558455040
4/27/2017,2389.7,2392.1,2382.68,2388.77,552866368
4/28/2017,2393.68,2393.68,2382.36,2384.2,644097792
5/1/2017,2388.5,2394.49,2384.83,2388.33,491731488
5/2/2017,2391.05,2392.93,2385.82,2391.17,586219584
5/3/2017,2386.5,2389.82,2379.75,2388.13,569825920
5/4/2017,2389.79,2391.43,2380.35,2389.52,558576448
5/5/2017,2392.37,2399.29,2389.38,2399.29,471368640
5/8/2017,2399.94,2401.36,2393.92,2399.38,503851552
5/9/2017,2401.58,2403.87,2392.44,2396.92,485990880
5/10/2017,2396.79,2399.74,2392.79,2399.63,487623840
5/11/2017,2394.84,2395.72,2381.74,2394.44,508434784
5/12/2017,2392.44,2392.44,2387.19,2390.9,454115136
5/15/2017,2393.98,2404.05,2393.94,2402.32,504821792
5/16/2017,2404.55,2405.77,2396.05,2400.67,488592928
5/17/2017,2382.95,2384.87,2356.21,2357.03,689200576
5/18/2017,2354.69,2375.74,2352.72,2365.72,594080320
5/19/2017,2371.37,2389.06,2370.43,2381.73,704417088
5/22/2017,2387.21,2395.46,2386.92,2394.02,489164896
5/23/2017,2397.04,2400.85,2393.88,2398.42,461424576
5/24/2017,2401.41,2405.58,2397.99,2404.39,455597760
5/25/2017,2409.54,2418.71,2408.01,2415.07,502795776
5/26/2017,2414.5,2416.68,2412.2,2415.82,395603200
5/30/2017,2411.67,2415.26,2409.43,2412.91,467493664
5/31/2017,2415.63,2415.99,2403.59,2411.8,917610368
6/1/2017,2415.65,2430.06,2413.54,2430.06,561233664
6/2/2017,2431.28,2440.23,2427.71,2439.07,557089152
6/5/2017,2437.83,2439.55,2434.32,2436.1,431955008
6/6/2017,2431.92,2436.21,2428.12,2429.33,508445280
6/7/2017,2432.03,2435.28,2424.75,2433.14,552089664
6/8/2017,2434.27,2439.27,2427.94,2433.79,598867520
6/9/2017,2436.39,2446.2,2415.7,2431.77,702464768
6/12/2017,2425.88,2430.38,2419.97,2429.39,692720448
6/13/2017,2434.15,2441.49,2431.28,2440.35,593555072
6/14/2017,2443.75,2443.75,2428.34,2437.92,556086976
6/15/2017,2424.14,2433.95,2418.53,2432.46,540293248
6/16/2017,2431.24,2433.15,2422.88,2433.15,1491436288
6/19/2017,2442.55,2453.82,2441.79,2453.46,513362432
6/20/2017,2450.66,2450.66,2436.6,2437.03,505403104
6/21/2017,2439.31,2442.23,2430.74,2435.61,530549984
6/22/2017,2437.4,2441.62,2433.27,2434.5,527452352
6/23/2017,2434.65,2441.4,2431.11,2438.3,1058563840
6/26/2017,2443.32,2450.42,2437.03,2439.07,483460704
6/27/2017,2436.34,2440.15,2419.38,2419.38,546610368
6/28/2017,2428.7,2442.97,2428.02,2440.69,510888128
6/29/2017,2442.38,2442.73,2405.7,2419.7,627587456
6/30/2017,2429.2,2432.71,2421.65,2423.41,641278784
7/3/2017,2431.39,2439.17,2428.69,2429.01,340988864
7/5/2017,2430.78,2434.9,2422.05,2432.54,568311040
7/6/2017,2423.44,2424.28,2407.7,2409.75,553968192
7/7/2017,2413.52,2426.92,2413.52,2425.18,458121632
7/10/2017,2424.51,2432,2422.27,2427.43,490786848
7/11/2017,2427.35,2429.3,2412.79,2425.53,463115296
7/12/2017,2435.75,2445.76,2435.75,2443.25,491970048
7/13/2017,2444.99,2449.32,2441.69,2447.83,487396064
7/14/2017,2449.16,2463.54,2446.69,2459.27,439411168
7/17/2017,2459.5,2462.82,2457.16,2459.14,436559904
7/18/2017,2455.88,2460.92,2450.34,2460.61,434266880
7/19/2017,2463.85,2473.83,2463.85,2473.83,466391392
7/20/2017,2475.56,2477.62,2468.43,2473.45,510915136
7/21/2017,2467.4,2472.54,2465.06,2472.54,562308032
7/24/2017,2472.04,2473.1,2466.32,2469.91,586387584
7/25/2017,2477.88,2481.24,2474.91,2477.13,647296896
7/26/2017,2479.97,2481.69,2474.94,2477.83,546161216
7/27/2017,2482.76,2484.04,2459.93,2475.42,654796160
7/28/2017,2469.12,2473.53,2464.66,2472.1,505672256
7/31/2017,2475.94,2477.96,2468.53,2470.3,691834816
8/1/2017,2477.1,2478.51,2471.14,2476.35,520941056
8/2/2017,2480.38,2480.38,2466.48,2477.57,549613504
8/3/2017,2476.03,2476.03,2468.85,2472.16,511717824
8/4/2017,2476.88,2480,2472.08,2476.83,497282496
8/7/2017,2477.14,2480.95,2475.88,2480.91,451477344
8/8/2017,2478.35,2490.87,2470.32,2474.92,459725408
8/9/2017,2465.35,2474.41,2462.08,2474.02,462612064
8/10/2017,2465.38,2465.38,2437.75,2438.21,543287872
8/11/2017,2441.04,2448.09,2437.85,2441.32,442234816
8/14/2017,2454.96,2468.22,2454.96,2465.84,460363456
8/15/2017,2468.66,2468.9,2461.61,2464.61,440317344
8/16/2017,2468.63,2474.93,2463.86,2468.11,447838176
8/17/2017,2462.95,2465.02,2430.01,2430.01,521867392
8/18/2017,2427.64,2440.27,2420.69,2425.55,604768320
8/21/2017,2425.5,2430.58,2417.35,2428.37,461474912
8/22/2017,2433.75,2454.77,2433.67,2452.51,429489312
8/23/2017,2444.88,2448.91,2441.42,2444.04,429162720
8/24/2017,2447.91,2450.39,2436.19,2438.97,470044928
8/25/2017,2444.72,2453.96,2442.22,2443.05,424178880
8/28/2017,2447.35,2449.12,2439.03,2444.24,424021664
8/29/2017,2431.94,2449.19,2428.2,2446.3,404549824
8/30/2017,2446.06,2460.31,2443.77,2457.59,411614752
8/31/2017,2462.65,2475.01,2462.65,2471.65,645169344
9/1/2017,2474.42,2480.38,2473.85,2476.55,403108736
9/5/2017,2470.35,2471.97,2446.55,2457.85,554135360
9/6/2017,2463.83,2469.64,2459.2,2465.54,539031424
9/7/2017,2468.06,2468.62,2460.29,2465.1,516386816
9/8/2017,2462.25,2467.11,2459.4,2461.43,501930912
9/11/2017,2474.52,2488.95,2474.52,2488.11,515607584
9/12/2017,2491.94,2496.77,2490.37,2496.48,490795712
9/13/2017,2493.89,2498.37,2492.14,2498.37,492082400
9/14/2017,2494.56,2498.43,2491.35,2495.62,533390848
9/15/2017,2495.67,2500.23,2493.16,2500.23,1435549568
9/18/2017,2502.51,2508.32,2499.92,2503.87,517468352
9/19/2017,2506.29,2507.84,2503.19,2506.65,501361152
9/20/2017,2506.84,2508.85,2496.67,2508.24,536200416
9/21/2017,2507.16,2507.16,2499,2500.6,463948288
9/22/2017,2497.26,2503.47,2496.54,2502.22,452975168
9/25/2017,2499.39,2502.54,2488.03,2496.66,562494400
9/26/2017,2501.04,2503.51,2495.12,2496.84,471032576
9/27/2017,2503.3,2511.75,2495.91,2507.04,522320192
9/28/2017,2503.41,2510.81,2502.93,2510.06,469529440
9/29/2017,2509.96,2519.44,2507.99,2519.36,533211296
10/2/2017,2521.2,2529.23,2520.4,2529.12,471297248
10/3/2017,2530.34,2535.13,2528.85,2534.58,424599456
10/4/2017,2533.48,2540.53,2531.8,2537.74,436084928
10/5/2017,2540.86,2552.51,2540.02,2552.07,454529760
10/6/2017,2547.44,2549.41,2543.79,2549.33,452348256
10/9/2017,2551.39,2551.82,2541.6,2544.73,397766208
10/10/2017,2549.99,2555.23,2544.86,2550.64,429347584
10/11/2017,2550.62,2555.24,2547.95,2555.24,486225600
10/12/2017,2552.88,2555.33,2548.31,2550.93,548749696
10/13/2017,2555.66,2557.65,2552.09,2553.17,498032320
